,Duration,Destination,Gender,Age,userID,groupAge,destID,rating
5971,73,PHILIPPINES,0,27,4284,18-35,8,1
5994,6,SINGAPORE,0,27,4284,18-35,2,3
6030,20,VIET NAM,0,27,4284,18-35,23,3
6114,55,MALAYSIA,0,27,4284,18-35,1,3
6116,68,VIET NAM,0,27,4284,18-35,23,3
6289,40,UNITED STATES,0,27,4284,18-35,14,2
6358,54,UNITED STATES,0,27,4284,18-35,14,2
6417,11,UNITED ARAB EMIRATES,0,27,4284,18-35,10,1
6457,23,SINGAPORE,0,27,4284,18-35,2,3
6589,34,SWEDEN,0,27,4284,18-35,62,1
6696,65,"KOREA, REPUBLIC OF",0,27,4284,18-35,5,3
6722,75,NEW ZEALAND,0,27,4284,18-35,7,1
6889,42,MALAYSIA,0,27,4284,18-35,1,3
6904,15,THAILAND,0,27,4284,18-35,0,3
6995,14,THAILAND,0,27,4284,18-35,0,3
7069,11,MYANMAR,0,27,4284,18-35,22,2
7079,52,JAPAN,0,27,4284,18-35,15,1
7080,23,CHINA,0,27,4284,18-35,3,1
7104,12,THAILAND,0,27,4284,18-35,0,3
7166,19,INDONESIA,0,27,4284,18-35,11,2
7277,7,THAILAND,0,27,4314,18-35,0,7
7332,91,"KOREA, REPUBLIC OF",0,27,4314,18-35,5,1
7478,92,SINGAPORE,0,27,4314,18-35,2,3
7644,22,BRUNEI DARUSSALAM,0,27,4314,18-35,6,1
7697,77,THAILAND,0,27,4314,18-35,0,7
7715,23,INDONESIA,0,27,4314,18-35,11,2
7773,73,THAILAND,0,27,4314,18-35,0,7
7890,8,THAILAND,0,27,4314,18-35,0,7
7930,56,PHILIPPINES,0,27,4314,18-35,8,3
7985,30,MALAYSIA,0,27,4314,18-35,1,8
8031,40,MALAYSIA,0,27,4314,18-35,1,8
8076,56,PHILIPPINES,0,27,4314,18-35,8,3
8231,6,PHILIPPINES,0,27,4314,18-35,8,3
8232,70,THAILAND,0,27,4314,18-35,0,7
8325,69,SINGAPORE,0,27,4314,18-35,2,3
8540,30,MALAYSIA,0,27,4314,18-35,1,8
8606,11,MALAYSIA,0,27,4314,18-35,1,8
8948,14,MALAYSIA,0,27,4314,18-35,1,8
9002,3,THAILAND,0,27,4314,18-35,0,7
9081,80,MYANMAR,0,27,4314,18-35,22,1
9157,8,MALAYSIA,0,27,4314,18-35,1,8
9212,33,INDONESIA,0,27,4314,18-35,11,2
9273,26,MALAYSIA,0,27,4314,18-35,1,8
9321,18,HONG KONG,0,27,4314,18-35,13,1
9544,52,JAPAN,0,27,4314,18-35,15,1
9856,46,THAILAND,0,27,4314,18-35,0,7
9922,26,MALAYSIA,0,27,4314,18-35,1,8
9941,19,SINGAPORE,0,27,4314,18-35,2,3
9951,71,AUSTRALIA,0,27,4314,18-35,9,2
9971,18,AUSTRALIA,0,27,4314,18-35,9,2
10106,58,UNITED STATES,0,27,4344,18-35,14,3
10128,3,INDONESIA,0,27,4344,18-35,11,6
10172,30,INDONESIA,0,27,4344,18-35,11,6
10173,27,MALAYSIA,0,27,4344,18-35,1,6
10582,66,SINGAPORE,0,27,4344,18-35,2,4
10695,9,MALAYSIA,0,27,4344,18-35,1,6
10788,5,INDONESIA,0,27,4344,18-35,11,6
10956,24,UNITED ARAB EMIRATES,0,27,4344,18-35,10,1
10963,49,AUSTRALIA,0,27,4344,18-35,9,2
10968,22,"KOREA, REPUBLIC OF",0,27,4344,18-35,5,1
11128,6,SINGAPORE,0,27,4344,18-35,2,4
11244,4,MALAYSIA,0,27,4344,18-35,1,6
11317,54,UNITED STATES,0,27,4344,18-35,14,3
11361,20,MALAYSIA,0,27,4344,18-35,1,6
11417,27,MYANMAR,0,27,4344,18-35,22,1
11550,62,AUSTRALIA,0,27,4344,18-35,9,2
11573,12,HONG KONG,0,27,4344,18-35,13,1
11575,33,INDONESIA,0,27,4344,18-35,11,6
11657,4,SINGAPORE,0,27,4344,18-35,2,4
11790,10,INDONESIA,0,27,4344,18-35,11,6
11860,30,INDIA,0,27,4344,18-35,12,1
11909,43,SINGAPORE,0,27,4344,18-35,2,4
11942,23,"TAIWAN, PROVINCE OF CHINA",0,27,4344,18-35,16,1
12064,72,CHINA,0,27,4344,18-35,3,1
12100,49,UNITED KINGDOM,0,27,4344,18-35,27,1
12173,25,INDONESIA,0,27,4344,18-35,11,6
12308,10,THAILAND,0,27,4344,18-35,0,1
12856,48,MALAYSIA,0,27,4344,18-35,1,6
12986,4,MALAYSIA,0,27,4344,18-35,1,6
13065,8,UNITED STATES,0,27,4344,18-35,14,3
13228,28,NEW ZEALAND,0,27,4374,18-35,7,2
13295,49,SINGAPORE,0,27,4374,18-35,2,5
13365,32,HONG KONG,0,27,4374,18-35,13,2
13717,12,MALAYSIA,0,27,4374,18-35,1,4
13731,5,SINGAPORE,0,27,4374,18-35,2,5
13752,35,NEW ZEALAND,0,27,4374,18-35,7,2
14155,7,SINGAPORE,0,27,4374,18-35,2,5
14265,46,MYANMAR,0,27,4374,18-35,22,1
14396,28,"KOREA, REPUBLIC OF",0,27,4374,18-35,5,3
14478,39,UNITED STATES,0,27,4374,18-35,14,5
14571,13,HONG KONG,0,27,4374,18-35,13,2
14604,5,ITALY,0,27,4374,18-35,38,1
14631,48,UNITED STATES,0,27,4374,18-35,14,5
14711,78,INDONESIA,0,27,4374,18-35,11,4
14723,7,UNITED STATES,0,27,4374,18-35,14,5
14773,72,"KOREA, REPUBLIC OF",0,27,4374,18-35,5,3
14823,21,AUSTRALIA,0,27,4374,18-35,9,2
15049,50,SINGAPORE,0,27,4374,18-35,2,5
15054,25,MALAYSIA,0,27,4374,18-35,1,4
15081,81,"KOREA, REPUBLIC OF",0,27,4374,18-35,5,3
15094,37,INDONESIA,0,27,4374,18-35,11,4
15316,16,AUSTRALIA,0,27,4374,18-35,9,2
15388,10,UNITED STATES,0,27,4374,18-35,14,5
15559,12,MALAYSIA,0,27,4374,18-35,1,4
15581,19,INDONESIA,0,27,4374,18-35,11,4
15628,55,UNITED STATES,0,27,4374,18-35,14,5
15749,19,SINGAPORE,0,27,4374,18-35,2,5
15875,33,MALAYSIA,0,27,4374,18-35,1,4
15934,7,THAILAND,0,27,4374,18-35,0,1
15941,91,INDONESIA,0,27,4374,18-35,11,4
15955,21,SINGAPORE,0,27,4404,18-35,2,5
15988,78,CANADA,0,27,4404,18-35,21,1
16104,32,INDONESIA,0,27,4404,18-35,11,3
16259,41,INDIA,0,27,4404,18-35,12,2
16340,39,PHILIPPINES,0,27,4404,18-35,8,1
16377,62,AUSTRALIA,0,27,4404,18-35,9,3
16385,21,AUSTRALIA,0,27,4404,18-35,9,3
16434,15,MALAYSIA,0,27,4404,18-35,1,2
16462,21,PERU,0,27,4404,18-35,26,2
16479,30,THAILAND,0,27,4404,18-35,0,3
16508,77,PERU,0,27,4404,18-35,26,2
16518,4,THAILAND,0,27,4404,18-35,0,3
16730,93,SINGAPORE,0,27,4404,18-35,2,5
16763,23,MYANMAR,0,27,4404,18-35,22,1
16765,9,HONG KONG,0,27,4404,18-35,13,2
16784,37,POLAND,0,27,4404,18-35,64,1
16791,29,THAILAND,0,27,4404,18-35,0,3
16852,20,MALAYSIA,0,27,4404,18-35,1,2
16879,57,INDONESIA,0,27,4404,18-35,11,3
16923,17,INDIA,0,27,4404,18-35,12,2
17062,81,MALTA,0,27,4404,18-35,65,1
17105,19,SINGAPORE,0,27,4404,18-35,2,5
17204,75,UNITED STATES,0,27,4404,18-35,14,1
17344,16,INDONESIA,0,27,4404,18-35,11,3
17399,84,SRI LANKA,0,27,4404,18-35,44,1
17518,70,"KOREA, REPUBLIC OF",0,27,4404,18-35,5,1
17557,10,SINGAPORE,0,27,4404,18-35,2,5
17713,8,SINGAPORE,0,27,4404,18-35,2,5
17727,81,HONG KONG,0,27,4404,18-35,13,2
17777,8,AUSTRALIA,0,27,4404,18-35,9,3
17787,35,TURKEY,0,27,4434,18-35,61,1
17833,93,UNITED STATES,0,27,4434,18-35,14,9
17897,24,UNITED STATES,0,27,4434,18-35,14,9
17933,11,MALAYSIA,0,27,4434,18-35,1,3
17953,22,INDONESIA,0,27,4434,18-35,11,2
18004,14,INDONESIA,0,27,4434,18-35,11,2
18035,32,INDIA,0,27,4434,18-35,12,1
18107,86,MALAYSIA,0,27,4434,18-35,1,3
18232,36,UNITED STATES,0,27,4434,18-35,14,9
18233,28,UNITED STATES,0,27,4434,18-35,14,9
18234,34,UNITED STATES,0,27,4434,18-35,14,9
18677,6,THAILAND,0,27,4434,18-35,0,7
18681,34,THAILAND,0,27,4434,18-35,0,7
18757,11,BRUNEI DARUSSALAM,0,27,4434,18-35,6,1
18968,11,"KOREA, REPUBLIC OF",0,27,4434,18-35,5,2
19046,31,THAILAND,0,27,4434,18-35,0,7
19153,16,UNITED STATES,0,27,4434,18-35,14,9
19176,16,PHILIPPINES,0,27,4434,18-35,8,1
19480,9,SINGAPORE,0,27,4434,18-35,2,1
19540,49,UNITED STATES,0,27,4434,18-35,14,9
19729,38,"KOREA, REPUBLIC OF",0,27,4434,18-35,5,2
19734,6,"TAIWAN, PROVINCE OF CHINA",0,27,4434,18-35,16,1
19767,2,THAILAND,0,27,4434,18-35,0,7
19779,62,UNITED STATES,0,27,4434,18-35,14,9
19946,25,THAILAND,0,27,4434,18-35,0,7
20002,12,THAILAND,0,27,4434,18-35,0,7
20072,7,THAILAND,0,27,4434,18-35,0,7
20142,88,UNITED STATES,0,27,4434,18-35,14,9
20186,5,VIET NAM,0,27,4434,18-35,23,1
20315,7,MALAYSIA,0,27,4434,18-35,1,3
20340,30,SINGAPORE,0,27,4464,18-35,2,3
20595,20,INDONESIA,0,27,4464,18-35,11,3
20611,10,JAPAN,0,27,4464,18-35,15,15
20631,10,CANADA,0,27,4464,18-35,21,1
20650,16,JAPAN,0,27,4464,18-35,15,15
20685,15,JAPAN,0,27,4464,18-35,15,15
20708,30,UNITED STATES,0,27,4464,18-35,14,4
20739,23,VIET NAM,0,27,4464,18-35,23,1
20745,16,PHILIPPINES,0,27,4464,18-35,8,1
20764,12,SINGAPORE,0,27,4464,18-35,2,3
20788,42,AUSTRALIA,0,27,4464,18-35,9,1
20821,33,JAPAN,0,27,4464,18-35,15,15
20849,67,UNITED STATES,0,27,4464,18-35,14,4
20874,15,JAPAN,0,27,4464,18-35,15,15
20878,14,JAPAN,0,27,4464,18-35,15,15
20918,28,INDONESIA,0,27,4464,18-35,11,3
20994,15,JAPAN,0,27,4464,18-35,15,15
20995,15,JAPAN,0,27,4464,18-35,15,15
20997,14,JAPAN,0,27,4464,18-35,15,15
21037,59,UNITED STATES,0,27,4464,18-35,14,4
21072,14,JAPAN,0,27,4464,18-35,15,15
21073,9,INDONESIA,0,27,4464,18-35,11,3
21101,2,SINGAPORE,0,27,4464,18-35,2,3
21116,14,UNITED STATES,0,27,4464,18-35,14,4
21223,14,JAPAN,0,27,4464,18-35,15,15
21231,47,THAILAND,0,27,4464,18-35,0,1
21334,13,JAPAN,0,27,4464,18-35,15,15
21348,8,JAPAN,0,27,4464,18-35,15,15
21349,8,JAPAN,0,27,4464,18-35,15,15
21380,13,JAPAN,0,27,4464,18-35,15,15
21430,5,SINGAPORE,0,27,4494,18-35,2,7
21479,10,SPAIN,0,27,4494,18-35,34,1
21520,7,HONG KONG,0,27,4494,18-35,13,1
21551,33,INDONESIA,0,27,4494,18-35,11,2
21596,27,"KOREA, REPUBLIC OF",0,27,4494,18-35,5,2
21642,11,UNITED STATES,0,27,4494,18-35,14,4
21707,40,SINGAPORE,0,27,4494,18-35,2,7
21753,7,AUSTRALIA,0,27,4494,18-35,9,1
21793,31,VIET NAM,0,27,4494,18-35,23,1
21984,9,THAILAND,0,27,4494,18-35,0,4
22091,50,THAILAND,0,27,4494,18-35,0,4
22142,8,MYANMAR,0,27,4494,18-35,22,1
22146,15,SINGAPORE,0,27,4494,18-35,2,7
22158,14,SINGAPORE,0,27,4494,18-35,2,7
22177,16,MALAYSIA,0,27,4494,18-35,1,1
22236,31,UNITED STATES,0,27,4494,18-35,14,4
22363,25,JAPAN,0,27,4494,18-35,15,1
22435,30,PHILIPPINES,0,27,4494,18-35,8,1
22440,23,UNITED STATES,0,27,4494,18-35,14,4
22476,23,SINGAPORE,0,27,4494,18-35,2,7
22570,62,INDONESIA,0,27,4494,18-35,11,2
22621,46,"KOREA, REPUBLIC OF",0,27,4494,18-35,5,2
22908,11,UNITED STATES,0,27,4494,18-35,14,4
22948,63,INDIA,0,27,4494,18-35,12,1
23085,6,THAILAND,0,27,4494,18-35,0,4
23086,5,THAILAND,0,27,4494,18-35,0,4
23272,47,BRUNEI DARUSSALAM,0,27,4494,18-35,6,1
23326,6,SINGAPORE,0,27,4494,18-35,2,7
23538,43,CHINA,0,27,4494,18-35,3,1
23560,11,SINGAPORE,0,27,4494,18-35,2,7
23782,4,SINGAPORE,0,27,4524,18-35,2,4
23871,64,INDIA,0,27,4524,18-35,12,1
23977,18,AUSTRALIA,0,27,4524,18-35,9,6
23979,5,THAILAND,0,27,4524,18-35,0,2
23980,17,UNITED STATES,0,27,4524,18-35,14,7
24038,14,INDONESIA,0,27,4524,18-35,11,1
24118,6,MALAYSIA,0,27,4524,18-35,1,2
24139,9,MYANMAR,0,27,4524,18-35,22,2
24166,90,SINGAPORE,0,27,4524,18-35,2,4
24232,61,UNITED STATES,0,27,4524,18-35,14,7
24469,88,UNITED STATES,0,27,4524,18-35,14,7
24473,49,CHINA,0,27,4524,18-35,3,1
24479,4,UNITED STATES,0,27,4524,18-35,14,7
24495,68,UNITED STATES,0,27,4524,18-35,14,7
25001,4,THAILAND,0,27,4524,18-35,0,2
25021,46,"KOREA, REPUBLIC OF",0,27,4524,18-35,5,1
25165,10,AUSTRALIA,0,27,4524,18-35,9,6
25270,56,PHILIPPINES,0,27,4524,18-35,8,1
25511,87,CANADA,0,27,4524,18-35,21,1
25675,13,AUSTRALIA,0,27,4524,18-35,9,6
25676,16,AUSTRALIA,0,27,4524,18-35,9,6
25680,34,UNITED KINGDOM,0,27,4524,18-35,27,1
25697,9,MALAYSIA,0,27,4524,18-35,1,2
25798,24,UNITED STATES,0,27,4524,18-35,14,7
25840,11,MYANMAR,0,27,4524,18-35,22,2
25859,6,SINGAPORE,0,27,4524,18-35,2,4
25875,10,SINGAPORE,0,27,4524,18-35,2,4
25883,89,AUSTRALIA,0,27,4524,18-35,9,6
25900,35,AUSTRALIA,0,27,4524,18-35,9,6
25955,36,UNITED STATES,0,27,4524,18-35,14,7
25966,5,THAILAND,0,27,4554,18-35,0,2
26026,7,INDONESIA,0,27,4554,18-35,11,1
26181,22,MYANMAR,0,27,4554,18-35,22,2
26238,52,THAILAND,0,27,4554,18-35,0,2
26467,52,UNITED STATES,0,27,4554,18-35,14,7
26483,8,JAPAN,0,27,4554,18-35,15,1
26484,76,UNITED STATES,0,27,4554,18-35,14,7
26525,74,SINGAPORE,0,27,4554,18-35,2,7
26615,20,SINGAPORE,0,27,4554,18-35,2,7
26632,69,UNITED STATES,0,27,4554,18-35,14,7
26748,5,VIET NAM,0,27,4554,18-35,23,2
26889,17,CHINA,0,27,4554,18-35,3,1
26907,6,SINGAPORE,0,27,4554,18-35,2,7
27014,11,MALAYSIA,0,27,4554,18-35,1,3
27104,49,UNITED STATES,0,27,4554,18-35,14,7
27260,6,MALAYSIA,0,27,4554,18-35,1,3
27392,19,UNITED STATES,0,27,4554,18-35,14,7
27394,24,UNITED STATES,0,27,4554,18-35,14,7
27531,58,SINGAPORE,0,27,4554,18-35,2,7
27714,10,VIET NAM,0,27,4554,18-35,23,2
27768,55,UNITED STATES,0,27,4554,18-35,14,7
27897,10,CZECH REPUBLIC,0,27,4554,18-35,66,1
27907,12,AUSTRALIA,0,27,4554,18-35,9,1
27927,18,MALAYSIA,0,27,4554,18-35,1,3
27979,71,CANADA,0,27,4554,18-35,21,1
28055,3,MYANMAR,0,27,4554,18-35,22,2
28105,6,SINGAPORE,0,27,4554,18-35,2,7
28166,20,HONG KONG,0,27,4554,18-35,13,1
28570,6,SINGAPORE,0,27,4554,18-35,2,7
28732,11,SINGAPORE,0,27,4554,18-35,2,7
29233,36,SINGAPORE,0,27,4584,18-35,2,24
29437,4,SINGAPORE,0,27,4584,18-35,2,24
29640,82,SINGAPORE,0,27,4584,18-35,2,24
29801,11,MYANMAR,0,27,4584,18-35,22,1
29824,10,SINGAPORE,0,27,4584,18-35,2,24
29827,17,SINGAPORE,0,27,4584,18-35,2,24
29990,12,SINGAPORE,0,27,4584,18-35,2,24
30284,9,SINGAPORE,0,27,4584,18-35,2,24
30289,19,SINGAPORE,0,27,4584,18-35,2,24
30484,45,SINGAPORE,0,27,4584,18-35,2,24
30848,19,HONG KONG,0,27,4584,18-35,13,1
31000,27,PHILIPPINES,0,27,4584,18-35,8,1
31015,3,INDONESIA,0,27,4584,18-35,11,2
31040,87,SINGAPORE,0,27,4584,18-35,2,24
31193,17,SINGAPORE,0,27,4584,18-35,2,24
31213,8,SINGAPORE,0,27,4584,18-35,2,24
31366,9,SINGAPORE,0,27,4584,18-35,2,24
31664,20,SINGAPORE,0,27,4584,18-35,2,24
31806,55,SINGAPORE,0,27,4584,18-35,2,24
31986,8,MALAYSIA,0,27,4584,18-35,1,1
32005,14,SINGAPORE,0,27,4584,18-35,2,24
32367,4,SINGAPORE,0,27,4584,18-35,2,24
32396,17,SINGAPORE,0,27,4584,18-35,2,24
32401,15,SINGAPORE,0,27,4584,18-35,2,24
32405,3,SINGAPORE,0,27,4584,18-35,2,24
32501,46,SINGAPORE,0,27,4584,18-35,2,24
32592,31,INDONESIA,0,27,4584,18-35,11,2
32854,12,SINGAPORE,0,27,4584,18-35,2,24
32860,52,SINGAPORE,0,27,4584,18-35,2,24
32868,56,SINGAPORE,0,27,4584,18-35,2,24
33034,19,SINGAPORE,0,27,4614,18-35,2,26
33218,4,SINGAPORE,0,27,4614,18-35,2,26
33406,33,SINGAPORE,0,27,4614,18-35,2,26
33425,22,SINGAPORE,0,27,4614,18-35,2,26
33426,4,SINGAPORE,0,27,4614,18-35,2,26
33626,8,SINGAPORE,0,27,4614,18-35,2,26
33779,40,SINGAPORE,0,27,4614,18-35,2,26
33781,13,SINGAPORE,0,27,4614,18-35,2,26
34197,12,SINGAPORE,0,27,4614,18-35,2,26
34561,10,INDONESIA,0,27,4614,18-35,11,1
34580,17,SINGAPORE,0,27,4614,18-35,2,26
34753,10,SINGAPORE,0,27,4614,18-35,2,26
34755,2,SINGAPORE,0,27,4614,18-35,2,26
34917,17,SINGAPORE,0,27,4614,18-35,2,26
35075,49,SINGAPORE,0,27,4614,18-35,2,26
35443,8,SINGAPORE,0,27,4614,18-35,2,26
35646,59,SINGAPORE,0,27,4614,18-35,2,26
35694,5,SINGAPORE,0,27,4614,18-35,2,26
35887,5,SINGAPORE,0,27,4614,18-35,2,26
36036,9,SRI LANKA,0,27,4614,18-35,44,2
36049,12,SRI LANKA,0,27,4614,18-35,44,2
36276,27,SINGAPORE,0,27,4614,18-35,2,26
36569,19,SINGAPORE,0,27,4614,18-35,2,26
36574,26,SINGAPORE,0,27,4614,18-35,2,26
36729,23,JAPAN,0,27,4614,18-35,15,1
36754,9,SINGAPORE,0,27,4614,18-35,2,26
36767,34,SINGAPORE,0,27,4614,18-35,2,26
36950,5,SINGAPORE,0,27,4614,18-35,2,26
37110,17,SINGAPORE,0,27,4614,18-35,2,26
37131,11,SINGAPORE,0,27,4614,18-35,2,26
37303,12,SINGAPORE,0,27,4644,18-35,2,26
37311,22,SINGAPORE,0,27,4644,18-35,2,26
37332,7,SINGAPORE,0,27,4644,18-35,2,26
37333,6,SINGAPORE,0,27,4644,18-35,2,26
37463,31,SINGAPORE,0,27,4644,18-35,2,26
37594,20,SINGAPORE,0,27,4644,18-35,2,26
37603,11,SINGAPORE,0,27,4644,18-35,2,26
37609,16,SINGAPORE,0,27,4644,18-35,2,26
37762,4,SINGAPORE,0,27,4644,18-35,2,26
37915,9,SINGAPORE,0,27,4644,18-35,2,26
37923,4,SINGAPORE,0,27,4644,18-35,2,26
38126,18,SINGAPORE,0,27,4644,18-35,2,26
38300,9,SINGAPORE,0,27,4644,18-35,2,26
38326,32,SINGAPORE,0,27,4644,18-35,2,26
38476,3,SINGAPORE,0,27,4644,18-35,2,26
38634,11,SINGAPORE,0,27,4644,18-35,2,26
38643,20,SINGAPORE,0,27,4644,18-35,2,26
38966,86,SINGAPORE,0,27,4644,18-35,2,26
39462,11,SINGAPORE,0,27,4644,18-35,2,26
39466,83,SINGAPORE,0,27,4644,18-35,2,26
39495,36,SINGAPORE,0,27,4644,18-35,2,26
39691,6,SINGAPORE,0,27,4644,18-35,2,26
39878,68,SINGAPORE,0,27,4644,18-35,2,26
40535,5,INDONESIA,0,27,4644,18-35,11,1
40547,56,MALAYSIA,0,27,4644,18-35,1,2
40904,14,SINGAPORE,0,27,4644,18-35,2,26
40909,90,SINGAPORE,0,27,4644,18-35,2,26
41263,83,SINGAPORE,0,27,4644,18-35,2,26
41400,21,MALAYSIA,0,27,4644,18-35,1,2
41411,57,JAPAN,0,27,4644,18-35,15,1
41446,32,SINGAPORE,0,27,4674,18-35,2,22
41823,10,THAILAND,0,27,4674,18-35,0,1
41849,24,SINGAPORE,0,27,4674,18-35,2,22
41850,3,SINGAPORE,0,27,4674,18-35,2,22
42045,28,SINGAPORE,0,27,4674,18-35,2,22
42170,83,INDONESIA,0,27,4674,18-35,11,3
42187,4,SINGAPORE,0,27,4674,18-35,2,22
42393,5,SINGAPORE,0,27,4674,18-35,2,22
42828,19,SINGAPORE,0,27,4674,18-35,2,22
42993,18,INDONESIA,0,27,4674,18-35,11,3
43074,14,NEW ZEALAND,0,27,4674,18-35,7,1
43490,6,SINGAPORE,0,27,4674,18-35,2,22
43667,9,SINGAPORE,0,27,4674,18-35,2,22
44250,4,SINGAPORE,0,27,4674,18-35,2,22
44401,51,INDONESIA,0,27,4674,18-35,11,3
44583,69,AUSTRALIA,0,27,4674,18-35,9,1
44598,93,SINGAPORE,0,27,4674,18-35,2,22
44922,27,SINGAPORE,0,27,4674,18-35,2,22
44930,26,SINGAPORE,0,27,4674,18-35,2,22
45560,5,SINGAPORE,0,27,4674,18-35,2,22
45729,44,SINGAPORE,0,27,4674,18-35,2,22
45835,27,MALAYSIA,0,27,4674,18-35,1,1
45854,22,SINGAPORE,0,27,4674,18-35,2,22
46058,6,SINGAPORE,0,27,4674,18-35,2,22
46268,91,SINGAPORE,0,27,4674,18-35,2,22
46287,13,SINGAPORE,0,27,4674,18-35,2,22
46301,9,SINGAPORE,0,27,4674,18-35,2,22
46494,20,SINGAPORE,0,27,4674,18-35,2,22
46510,8,SINGAPORE,0,27,4674,18-35,2,22
46700,71,CHINA,0,27,4674,18-35,3,1
46734,6,SINGAPORE,0,27,4704,18-35,2,18
46740,14,SINGAPORE,0,27,4704,18-35,2,18
46947,69,SINGAPORE,0,27,4704,18-35,2,18
47133,71,THAILAND,0,27,4704,18-35,0,3
47190,71,THAILAND,0,27,4704,18-35,0,3
47234,20,SINGAPORE,0,27,4704,18-35,2,18
47593,20,SINGAPORE,0,27,4704,18-35,2,18
47979,43,THAILAND,0,27,4704,18-35,0,3
47997,19,SINGAPORE,0,27,4704,18-35,2,18
48395,11,INDONESIA,0,27,4704,18-35,11,1
48627,15,SINGAPORE,0,27,4704,18-35,2,18
49360,8,MYANMAR,0,27,4704,18-35,22,2
49364,45,MYANMAR,0,27,4704,18-35,22,2
49413,5,SINGAPORE,0,27,4704,18-35,2,18
49579,10,SINGAPORE,0,27,4704,18-35,2,18
49751,10,SINGAPORE,0,27,4704,18-35,2,18
49912,5,SINGAPORE,0,27,4704,18-35,2,18
50515,5,SINGAPORE,0,27,4704,18-35,2,18
50776,74,SINGAPORE,0,27,4704,18-35,2,18
50786,38,SINGAPORE,0,27,4704,18-35,2,18
50922,9,CHINA,0,27,4704,18-35,3,1
51111,36,JAPAN,0,27,4704,18-35,15,1
51120,35,PHILIPPINES,0,27,4704,18-35,8,1
51456,36,"KOREA, REPUBLIC OF",0,27,4704,18-35,5,3
51468,13,SINGAPORE,0,27,4704,18-35,2,18
51614,36,"KOREA, REPUBLIC OF",0,27,4704,18-35,5,3
51624,22,SINGAPORE,0,27,4704,18-35,2,18
51855,9,SINGAPORE,0,27,4704,18-35,2,18
52023,73,"KOREA, REPUBLIC OF",0,27,4704,18-35,5,3
52168,12,SINGAPORE,0,27,4704,18-35,2,18
52185,11,SINGAPORE,0,27,4734,18-35,2,26
52387,8,SINGAPORE,0,27,4734,18-35,2,26
52408,45,SINGAPORE,0,27,4734,18-35,2,26
52605,35,SINGAPORE,0,27,4734,18-35,2,26
52610,16,SINGAPORE,0,27,4734,18-35,2,26
53136,36,SINGAPORE,0,27,4734,18-35,2,26
53138,28,SINGAPORE,0,27,4734,18-35,2,26
53330,11,SINGAPORE,0,27,4734,18-35,2,26
53342,34,SINGAPORE,0,27,4734,18-35,2,26
53577,4,SINGAPORE,0,27,4734,18-35,2,26
53775,6,SINGAPORE,0,27,4734,18-35,2,26
53788,20,SINGAPORE,0,27,4734,18-35,2,26
54004,45,SINGAPORE,0,27,4734,18-35,2,26
54194,10,SINGAPORE,0,27,4734,18-35,2,26
54199,38,SINGAPORE,0,27,4734,18-35,2,26
54346,18,SINGAPORE,0,27,4734,18-35,2,26
54356,70,SINGAPORE,0,27,4734,18-35,2,26
55142,13,MALAYSIA,0,27,4734,18-35,1,1
55190,58,SINGAPORE,0,27,4734,18-35,2,26
55367,50,SINGAPORE,0,27,4734,18-35,2,26
55518,12,JAPAN,0,27,4734,18-35,15,1
55565,4,SINGAPORE,0,27,4734,18-35,2,26
55681,52,CHINA,0,27,4734,18-35,3,2
55716,6,SINGAPORE,0,27,4734,18-35,2,26
55745,15,SINGAPORE,0,27,4734,18-35,2,26
55885,26,CHINA,0,27,4734,18-35,3,2
55896,18,SINGAPORE,0,27,4734,18-35,2,26
55914,22,SINGAPORE,0,27,4734,18-35,2,26
55924,73,SINGAPORE,0,27,4734,18-35,2,26
55929,21,SINGAPORE,0,27,4734,18-35,2,26
56094,47,SINGAPORE,0,27,4764,18-35,2,22
56099,42,SINGAPORE,0,27,4764,18-35,2,22
56115,12,SINGAPORE,0,27,4764,18-35,2,22
56482,39,SINGAPORE,0,27,4764,18-35,2,22
56813,64,BHUTAN,0,27,4764,18-35,67,1
56871,31,SINGAPORE,0,27,4764,18-35,2,22
56977,36,VIET NAM,0,27,4764,18-35,23,1
57157,13,SINGAPORE,0,27,4764,18-35,2,22
57171,14,SINGAPORE,0,27,4764,18-35,2,22
57348,81,SINGAPORE,0,27,4764,18-35,2,22
57350,63,SINGAPORE,0,27,4764,18-35,2,22
57730,34,SINGAPORE,0,27,4764,18-35,2,22
57733,3,SINGAPORE,0,27,4764,18-35,2,22
57906,10,MALAYSIA,0,27,4764,18-35,1,1
58222,8,SINGAPORE,0,27,4764,18-35,2,22
58740,16,HONG KONG,0,27,4764,18-35,13,1
58786,35,SINGAPORE,0,27,4764,18-35,2,22
58921,3,BRUNEI DARUSSALAM,0,27,4764,18-35,6,1
58958,39,SINGAPORE,0,27,4764,18-35,2,22
58970,10,SINGAPORE,0,27,4764,18-35,2,22
59333,9,CHINA,0,27,4764,18-35,3,1
59353,11,SINGAPORE,0,27,4764,18-35,2,22
59552,93,SINGAPORE,0,27,4764,18-35,2,22
59667,18,SINGAPORE,0,27,4764,18-35,2,22
59815,36,INDIA,0,27,4764,18-35,12,1
59837,12,SINGAPORE,0,27,4764,18-35,2,22
60408,54,SINGAPORE,0,27,4764,18-35,2,22
60422,5,SINGAPORE,0,27,4764,18-35,2,22
60598,84,THAILAND,0,27,4764,18-35,0,1
60620,5,SINGAPORE,0,27,4764,18-35,2,22
