,Duration,Destination,Gender,Age,userID,groupAge,destID
40630,19,THAILAND,1,28,6186,18-35,0
40767,63,SINGAPORE,1,28,6186,18-35,2
40774,7,AUSTRALIA,1,28,6186,18-35,9
40897,64,SINGAPORE,1,28,6186,18-35,2
41039,23,ITALY,1,28,6186,18-35,38
41238,17,SINGAPORE,1,28,6186,18-35,2
41291,27,SINGAPORE,1,28,6186,18-35,2
41356,28,THAILAND,1,28,6216,18-35,0
41423,25,SINGAPORE,1,28,6216,18-35,2
41447,10,SINGAPORE,1,28,6216,18-35,2
41453,28,SINGAPORE,1,28,6216,18-35,2
41459,40,SINGAPORE,1,28,6216,18-35,2
41477,7,MALAYSIA,1,28,6216,18-35,1
41566,93,MALAYSIA,1,28,6216,18-35,1
41638,26,SINGAPORE,1,28,6216,18-35,2
41693,54,"TAIWAN, PROVINCE OF CHINA",1,28,6216,18-35,16
41744,3,MALAYSIA,1,28,6216,18-35,1
41807,6,BRUNEI DARUSSALAM,1,28,6216,18-35,6
41839,16,SINGAPORE,1,28,6216,18-35,2
42040,8,SINGAPORE,1,28,6216,18-35,2
42068,9,THAILAND,1,28,6216,18-35,0
42075,18,ITALY,1,28,6216,18-35,38
42148,27,INDIA,1,28,6216,18-35,12
42306,7,THAILAND,1,28,6216,18-35,0
42345,30,BRUNEI DARUSSALAM,1,28,6216,18-35,6
42398,49,SINGAPORE,1,28,6216,18-35,2
42496,56,JAPAN,1,28,6216,18-35,15
42641,41,SINGAPORE,1,28,6216,18-35,2
42646,18,SINGAPORE,1,28,6216,18-35,2
42653,12,SINGAPORE,1,28,6216,18-35,2
42919,7,HONG KONG,1,28,6216,18-35,13
43012,72,MALAYSIA,1,28,6216,18-35,1
43078,57,SOUTH AFRICA,1,28,6216,18-35,46
43142,11,PHILIPPINES,1,28,6216,18-35,8
43240,16,MALAYSIA,1,28,6216,18-35,1
43246,37,UNITED STATES,1,28,6216,18-35,14
43328,6,BRUNEI DARUSSALAM,1,28,6216,18-35,6
43379,16,SINGAPORE,1,28,6246,18-35,2
43485,77,SINGAPORE,1,28,6246,18-35,2
43530,62,"KOREA, REPUBLIC OF",1,28,6246,18-35,5
43615,7,SINGAPORE,1,28,6246,18-35,2
43748,12,SINGAPORE,1,28,6246,18-35,2
43900,38,THAILAND,1,28,6246,18-35,0
44024,41,JAPAN,1,28,6246,18-35,15
44025,45,CAMBODIA,1,28,6246,18-35,28
44157,23,SINGAPORE,1,28,6246,18-35,2
44281,84,AUSTRALIA,1,28,6246,18-35,9
44345,39,MALDIVES,1,28,6246,18-35,73
44438,59,SINGAPORE,1,28,6246,18-35,2
44439,59,SINGAPORE,1,28,6246,18-35,2
44441,59,SINGAPORE,1,28,6246,18-35,2
44596,25,SINGAPORE,1,28,6246,18-35,2
44678,29,SINGAPORE,1,28,6246,18-35,2
44744,11,SINGAPORE,1,28,6246,18-35,2
44753,86,SINGAPORE,1,28,6246,18-35,2
44823,46,UNITED STATES,1,28,6246,18-35,14
44827,22,INDONESIA,1,28,6246,18-35,11
44887,4,UNITED STATES,1,28,6246,18-35,14
44927,23,SINGAPORE,1,28,6246,18-35,2
44944,8,SINGAPORE,1,28,6246,18-35,2
45022,4,SINGAPORE,1,28,6246,18-35,2
45187,86,CANADA,1,28,6246,18-35,21
45214,44,SINGAPORE,1,28,6246,18-35,2
45389,70,INDIA,1,28,6246,18-35,12
45406,35,THAILAND,1,28,6246,18-35,0
45421,18,UNITED STATES,1,28,6246,18-35,14
45514,8,MALAYSIA,1,28,6246,18-35,1
45573,54,SINGAPORE,1,28,6276,18-35,2
45751,18,INDONESIA,1,28,6276,18-35,11
45793,20,INDIA,1,28,6276,18-35,12
45857,29,SINGAPORE,1,28,6276,18-35,2
46055,11,SINGAPORE,1,28,6276,18-35,2
46084,21,SINGAPORE,1,28,6276,18-35,2
46316,19,ITALY,1,28,6276,18-35,38
46345,5,AUSTRALIA,1,28,6276,18-35,9
46353,5,THAILAND,1,28,6276,18-35,0
46588,34,INDONESIA,1,28,6276,18-35,11
46682,29,SINGAPORE,1,28,6276,18-35,2
46757,42,SINGAPORE,1,28,6276,18-35,2
46799,19,EGYPT,1,28,6276,18-35,59
46829,25,THAILAND,1,28,6276,18-35,0
46833,6,THAILAND,1,28,6276,18-35,0
46924,10,SINGAPORE,1,28,6276,18-35,2
46997,22,VIET NAM,1,28,6276,18-35,23
47005,37,UNITED STATES,1,28,6276,18-35,14
47127,78,MALAYSIA,1,28,6276,18-35,1
47220,65,SINGAPORE,1,28,6276,18-35,2
47243,16,SINGAPORE,1,28,6276,18-35,2
47254,15,"KOREA, REPUBLIC OF",1,28,6276,18-35,5
47261,66,AUSTRALIA,1,28,6276,18-35,9
47279,49,NEPAL,1,28,6276,18-35,17
47521,73,UNITED STATES,1,28,6276,18-35,14
47608,10,AUSTRALIA,1,28,6276,18-35,9
47744,49,BRUNEI DARUSSALAM,1,28,6276,18-35,6
47770,14,SINGAPORE,1,28,6276,18-35,2
47785,5,SINGAPORE,1,28,6276,18-35,2
47793,80,SINGAPORE,1,28,6276,18-35,2
48114,4,INDONESIA,1,28,6306,18-35,11
48118,22,JAPAN,1,28,6306,18-35,15
48221,25,SINGAPORE,1,28,6306,18-35,2
48291,8,HONG KONG,1,28,6306,18-35,13
48323,89,SINGAPORE,1,28,6306,18-35,2
48371,73,INDIA,1,28,6306,18-35,12
48402,22,CHINA,1,28,6306,18-35,3
48435,10,SINGAPORE,1,28,6306,18-35,2
48452,83,SINGAPORE,1,28,6306,18-35,2
48553,7,UNITED STATES,1,28,6306,18-35,14
48597,38,BRUNEI DARUSSALAM,1,28,6306,18-35,6
48633,4,SINGAPORE,1,28,6306,18-35,2
48634,3,SINGAPORE,1,28,6306,18-35,2
48647,5,SINGAPORE,1,28,6306,18-35,2
48831,6,SINGAPORE,1,28,6306,18-35,2
48832,21,SINGAPORE,1,28,6306,18-35,2
48861,31,MALAYSIA,1,28,6306,18-35,1
49000,6,MALAYSIA,1,28,6306,18-35,1
49008,21,AUSTRALIA,1,28,6306,18-35,9
49022,67,SINGAPORE,1,28,6306,18-35,2
49037,84,THAILAND,1,28,6306,18-35,0
49180,4,SINGAPORE,1,28,6306,18-35,2
49192,6,SINGAPORE,1,28,6306,18-35,2
49343,37,BRUNEI DARUSSALAM,1,28,6306,18-35,6
49407,7,SINGAPORE,1,28,6306,18-35,2
49481,20,INDONESIA,1,28,6306,18-35,11
49580,10,SINGAPORE,1,28,6306,18-35,2
49586,12,SINGAPORE,1,28,6306,18-35,2
49626,19,THAILAND,1,28,6306,18-35,0
49690,2,SINGAPORE,1,28,6306,18-35,2
49717,12,PHILIPPINES,1,28,6336,18-35,8
49732,18,AUSTRALIA,1,28,6336,18-35,9
49752,8,SINGAPORE,1,28,6336,18-35,2
49771,36,AUSTRALIA,1,28,6336,18-35,9
49781,17,MALAYSIA,1,28,6336,18-35,1
49931,2,MALAYSIA,1,28,6336,18-35,1
50067,52,SINGAPORE,1,28,6336,18-35,2
50176,65,UNITED STATES,1,28,6336,18-35,14
50182,41,CHINA,1,28,6336,18-35,3
50225,80,AUSTRALIA,1,28,6336,18-35,9
50229,90,AUSTRALIA,1,28,6336,18-35,9
50250,78,JAPAN,1,28,6336,18-35,15
50363,7,MALAYSIA,1,28,6336,18-35,1
50555,26,MALAYSIA,1,28,6336,18-35,1
50603,71,INDIA,1,28,6336,18-35,12
50673,25,"KOREA, REPUBLIC OF",1,28,6336,18-35,5
50686,17,AUSTRIA,1,28,6336,18-35,45
50856,15,INDIA,1,28,6336,18-35,12
50861,21,THAILAND,1,28,6336,18-35,0
50934,57,AUSTRALIA,1,28,6336,18-35,9
51168,7,SLOVENIA,1,28,6336,18-35,47
51191,23,UNITED STATES,1,28,6336,18-35,14
51394,24,"KOREA, REPUBLIC OF",1,28,6336,18-35,5
51500,20,UNITED ARAB EMIRATES,1,28,6336,18-35,10
51612,53,MALAYSIA,1,28,6336,18-35,1
51623,18,SINGAPORE,1,28,6336,18-35,2
51650,4,SINGAPORE,1,28,6336,18-35,2
51651,6,SINGAPORE,1,28,6336,18-35,2
51731,14,INDIA,1,28,6336,18-35,12
51766,38,THAILAND,1,28,6336,18-35,0
51828,65,CHINA,1,28,6366,18-35,3
51844,21,SINGAPORE,1,28,6366,18-35,2
51922,32,CHINA,1,28,6366,18-35,3
52222,36,ICELAND,1,28,6366,18-35,33
52339,3,HONG KONG,1,28,6366,18-35,13
52397,24,SINGAPORE,1,28,6366,18-35,2
52511,8,THAILAND,1,28,6366,18-35,0
52626,3,SINGAPORE,1,28,6366,18-35,2
52731,13,MALDIVES,1,28,6366,18-35,73
52813,41,SINGAPORE,1,28,6366,18-35,2
52815,43,SINGAPORE,1,28,6366,18-35,2
52865,11,AUSTRALIA,1,28,6366,18-35,9
52919,4,THAILAND,1,28,6366,18-35,0
52931,41,AUSTRALIA,1,28,6366,18-35,9
53098,8,BRUNEI DARUSSALAM,1,28,6366,18-35,6
53128,7,SINGAPORE,1,28,6366,18-35,2
53134,4,SINGAPORE,1,28,6366,18-35,2
53205,33,UNITED STATES,1,28,6366,18-35,14
53395,16,FINLAND,1,28,6366,18-35,74
53578,8,SINGAPORE,1,28,6366,18-35,2
53588,6,SINGAPORE,1,28,6366,18-35,2
53611,40,THAILAND,1,28,6366,18-35,0
53658,8,MALAYSIA,1,28,6366,18-35,1
53689,3,BANGLADESH,1,28,6366,18-35,58
53781,17,SINGAPORE,1,28,6366,18-35,2
53982,5,SINGAPORE,1,28,6366,18-35,2
53991,9,SINGAPORE,1,28,6366,18-35,2
54005,3,SINGAPORE,1,28,6366,18-35,2
54010,23,SINGAPORE,1,28,6366,18-35,2
54198,45,SINGAPORE,1,28,6366,18-35,2
54213,24,MALAYSIA,1,28,6396,18-35,1
54214,26,MALAYSIA,1,28,6396,18-35,1
54337,20,SINGAPORE,1,28,6396,18-35,2
54423,92,MALAYSIA,1,28,6396,18-35,1
54442,3,THAILAND,1,28,6396,18-35,0
54517,5,SINGAPORE,1,28,6396,18-35,2
54525,5,SINGAPORE,1,28,6396,18-35,2
54572,91,MALAYSIA,1,28,6396,18-35,1
54586,12,THAILAND,1,28,6396,18-35,0
54613,8,CHINA,1,28,6396,18-35,3
54748,14,SINGAPORE,1,28,6396,18-35,2
54889,14,MACAO,1,28,6396,18-35,48
54891,22,SINGAPORE,1,28,6396,18-35,2
55023,25,THAILAND,1,28,6396,18-35,0
55125,12,UNITED KINGDOM,1,28,6396,18-35,27
55240,31,MALAYSIA,1,28,6396,18-35,1
55273,20,JAPAN,1,28,6396,18-35,15
55380,7,SINGAPORE,1,28,6396,18-35,2
55386,7,SINGAPORE,1,28,6396,18-35,2
55515,10,MALAYSIA,1,28,6396,18-35,1
55575,89,SINGAPORE,1,28,6396,18-35,2
55606,57,THAILAND,1,28,6396,18-35,0
55643,45,INDONESIA,1,28,6396,18-35,11
55668,46,THAILAND,1,28,6396,18-35,0
55770,26,UNITED KINGDOM,1,28,6396,18-35,27
55894,20,SINGAPORE,1,28,6396,18-35,2
56038,44,JAPAN,1,28,6396,18-35,15
56091,7,SINGAPORE,1,28,6396,18-35,2
56153,23,TURKEY,1,28,6396,18-35,61
56210,8,SINGAPORE,1,28,6396,18-35,2
56292,6,SINGAPORE,1,28,6426,18-35,2
56314,93,NEW ZEALAND,1,28,6426,18-35,7
56390,61,SINGAPORE,1,28,6426,18-35,2
56493,17,SINGAPORE,1,28,6426,18-35,2
56537,17,THAILAND,1,28,6426,18-35,0
56540,46,AUSTRALIA,1,28,6426,18-35,9
56582,4,THAILAND,1,28,6426,18-35,0
56666,16,MALAYSIA,1,28,6426,18-35,1
56690,73,SINGAPORE,1,28,6426,18-35,2
56787,88,JAPAN,1,28,6426,18-35,15
56800,34,BRUNEI DARUSSALAM,1,28,6426,18-35,6
56880,76,AUSTRALIA,1,28,6426,18-35,9
56887,12,THAILAND,1,28,6426,18-35,0
56911,31,UNITED STATES,1,28,6426,18-35,14
57021,60,AUSTRALIA,1,28,6426,18-35,9
57039,73,CANADA,1,28,6426,18-35,21
57142,73,HONG KONG,1,28,6426,18-35,13
57169,37,SINGAPORE,1,28,6426,18-35,2
57214,8,THAILAND,1,28,6426,18-35,0
57258,9,VIET NAM,1,28,6426,18-35,23
57297,35,BRUNEI DARUSSALAM,1,28,6426,18-35,6
57333,69,SINGAPORE,1,28,6426,18-35,2
57344,5,SINGAPORE,1,28,6426,18-35,2
57380,19,AUSTRALIA,1,28,6426,18-35,9
57537,8,SINGAPORE,1,28,6426,18-35,2
57576,13,MALAYSIA,1,28,6426,18-35,1
57741,17,SINGAPORE,1,28,6426,18-35,2
57812,10,MALAYSIA,1,28,6426,18-35,1
57832,37,THAILAND,1,28,6426,18-35,0
57834,37,INDONESIA,1,28,6426,18-35,11
57909,10,MALAYSIA,1,28,6456,18-35,1
57932,73,UNITED STATES,1,28,6456,18-35,14
58050,12,"TAIWAN, PROVINCE OF CHINA",1,28,6456,18-35,16
58202,3,SINGAPORE,1,28,6456,18-35,2
58212,37,SINGAPORE,1,28,6456,18-35,2
58240,16,"KOREA, REPUBLIC OF",1,28,6456,18-35,5
58246,83,ICELAND,1,28,6456,18-35,33
58324,5,THAILAND,1,28,6456,18-35,0
58403,31,THAILAND,1,28,6456,18-35,0
58410,34,AUSTRALIA,1,28,6456,18-35,9
58470,63,UNITED STATES,1,28,6456,18-35,14
58513,5,INDONESIA,1,28,6456,18-35,11
58621,9,VIET NAM,1,28,6456,18-35,23
58688,42,THAILAND,1,28,6456,18-35,0
58871,19,MALDIVES,1,28,6456,18-35,73
58901,12,VIET NAM,1,28,6456,18-35,23
59001,33,AUSTRALIA,1,28,6456,18-35,9
59028,22,THAILAND,1,28,6456,18-35,0
59045,58,HONG KONG,1,28,6456,18-35,13
59131,22,INDONESIA,1,28,6456,18-35,11
59172,11,SINGAPORE,1,28,6456,18-35,2
59179,33,SINGAPORE,1,28,6456,18-35,2
59184,22,AUSTRALIA,1,28,6456,18-35,9
59231,10,MALAYSIA,1,28,6456,18-35,1
59296,14,SAUDI ARABIA,1,28,6456,18-35,24
59451,24,CHINA,1,28,6456,18-35,3
59540,24,SINGAPORE,1,28,6456,18-35,2
59738,15,MALAYSIA,1,28,6456,18-35,1
59781,29,THAILAND,1,28,6456,18-35,0
59922,79,CHINA,1,28,6456,18-35,3
60032,54,SINGAPORE,1,28,6486,18-35,2
60036,19,SINGAPORE,1,28,6486,18-35,2
60138,23,INDONESIA,1,28,6486,18-35,11
60141,17,MALAYSIA,1,28,6486,18-35,1
60169,16,MYANMAR,1,28,6486,18-35,22
60257,26,SINGAPORE,1,28,6486,18-35,2
60390,39,JAPAN,1,28,6486,18-35,15
60500,86,INDIA,1,28,6486,18-35,12
60648,71,NEW ZEALAND,1,28,6486,18-35,7
60655,68,JAPAN,1,28,6486,18-35,15
60701,19,MALAYSIA,1,28,6486,18-35,1
60714,15,MALAYSIA,1,28,6486,18-35,1
60776,28,THAILAND,1,28,6486,18-35,0
60844,28,SINGAPORE,1,28,6486,18-35,2
60870,10,JAPAN,1,28,6486,18-35,15
61025,18,JAPAN,1,28,6486,18-35,15
61105,13,MALAYSIA,1,28,6486,18-35,1
61110,6,THAILAND,1,28,6486,18-35,0
61337,27,INDONESIA,1,28,6486,18-35,11
61344,4,MALAYSIA,1,28,6486,18-35,1
61399,14,VIET NAM,1,28,6486,18-35,23
61404,43,INDIA,1,28,6486,18-35,12
61446,7,SINGAPORE,1,28,6486,18-35,2
61668,13,SINGAPORE,1,28,6486,18-35,2
61696,11,MALAYSIA,1,28,6486,18-35,1
61714,6,MALAYSIA,1,28,6486,18-35,1
61715,52,UNITED STATES,1,28,6486,18-35,14
61765,11,MALAYSIA,1,28,6486,18-35,1
61842,3,SINGAPORE,1,28,6486,18-35,2
61887,7,INDONESIA,1,28,6486,18-35,11
61992,10,SINGAPORE,1,28,6516,18-35,2
62004,6,SINGAPORE,1,28,6516,18-35,2
62153,43,NEW ZEALAND,1,28,6516,18-35,7
62160,36,MALAYSIA,1,28,6516,18-35,1
62295,18,THAILAND,1,28,6516,18-35,0
62311,17,INDONESIA,1,28,6516,18-35,11
62331,36,UNITED STATES,1,28,6516,18-35,14
62332,48,UNITED STATES,1,28,6516,18-35,14
62333,40,UNITED STATES,1,28,6516,18-35,14
62349,20,"TAIWAN, PROVINCE OF CHINA",1,28,6516,18-35,16
62449,20,THAILAND,1,28,6516,18-35,0
62479,19,SINGAPORE,1,28,6516,18-35,2
62527,21,UNITED STATES,1,28,6516,18-35,14
62720,42,BRUNEI DARUSSALAM,1,28,6516,18-35,6
62814,9,SINGAPORE,1,28,6516,18-35,2
62846,13,MALAYSIA,1,28,6516,18-35,1
62857,19,THAILAND,1,28,6516,18-35,0
62919,36,UNITED STATES,1,28,6516,18-35,14
62956,60,SINGAPORE,1,28,6516,18-35,2
62971,2,SINGAPORE,1,28,6516,18-35,2
63025,15,VIET NAM,1,28,6516,18-35,23
63056,58,MALAYSIA,1,28,6516,18-35,1
63107,8,SINGAPORE,1,28,6516,18-35,2
63151,18,VIET NAM,1,28,6516,18-35,23
63192,13,CHINA,1,28,6516,18-35,3
63205,31,SINGAPORE,1,28,6516,18-35,2
63208,12,SINGAPORE,1,28,6516,18-35,2
63286,56,UNITED STATES,1,28,6516,18-35,14
7,63,AUSTRALIA,0,29,6544,18-35,9
90,31,"KOREA, REPUBLIC OF",0,29,6544,18-35,5
92,6,MALAYSIA,0,29,6544,18-35,1
111,5,INDONESIA,0,29,6544,18-35,11
139,4,MALAYSIA,0,29,6544,18-35,1
170,91,JAPAN,0,29,6544,18-35,15
219,49,SINGAPORE,0,29,6544,18-35,2
251,18,SINGAPORE,0,29,6544,18-35,2
267,5,AUSTRALIA,0,29,6544,18-35,9
270,20,UNITED STATES,0,29,6544,18-35,14
365,5,VIET NAM,0,29,6544,18-35,23
374,4,MYANMAR,0,29,6544,18-35,22
459,7,MYANMAR,0,29,6544,18-35,22
518,42,CANADA,0,29,6544,18-35,21
520,26,PHILIPPINES,0,29,6544,18-35,8
608,27,GREECE,0,29,6544,18-35,49
761,80,UNITED ARAB EMIRATES,0,29,6544,18-35,10
945,72,NORWAY,0,29,6544,18-35,37
1041,71,"KOREA, REPUBLIC OF",0,29,6544,18-35,5
1129,7,PHILIPPINES,0,29,6544,18-35,8
1219,4,AUSTRALIA,0,29,6544,18-35,9
1283,7,MALAYSIA,0,29,6544,18-35,1
1295,42,"TAIWAN, PROVINCE OF CHINA",0,29,6544,18-35,16
1303,68,UNITED STATES,0,29,6544,18-35,14
1322,13,MALAYSIA,0,29,6544,18-35,1
1517,19,INDONESIA,0,29,6544,18-35,11
1622,87,JAPAN,0,29,6544,18-35,15
1682,91,MALAYSIA,0,29,6544,18-35,1
1718,16,"KOREA, REPUBLIC OF",0,29,6544,18-35,5
1888,12,SINGAPORE,0,29,6544,18-35,2
1891,13,SRI LANKA,0,29,6574,18-35,44
2097,83,AUSTRALIA,0,29,6574,18-35,9
2316,21,HONG KONG,0,29,6574,18-35,13
2340,21,BRUNEI DARUSSALAM,0,29,6574,18-35,6
2409,62,INDONESIA,0,29,6574,18-35,11
2427,6,INDONESIA,0,29,6574,18-35,11
2472,28,SINGAPORE,0,29,6574,18-35,2
2475,10,VIET NAM,0,29,6574,18-35,23
2725,27,SINGAPORE,0,29,6574,18-35,2
2741,83,NETHERLANDS,0,29,6574,18-35,29
2911,2,JORDAN,0,29,6574,18-35,54
2927,40,SINGAPORE,0,29,6574,18-35,2
2959,6,THAILAND,0,29,6574,18-35,0
3159,5,BRUNEI DARUSSALAM,0,29,6574,18-35,6
3266,34,INDONESIA,0,29,6574,18-35,11
3325,22,MALAYSIA,0,29,6574,18-35,1
3473,21,MALAYSIA,0,29,6574,18-35,1
3612,20,SINGAPORE,0,29,6574,18-35,2
3645,88,THAILAND,0,29,6574,18-35,0
3731,35,NEW ZEALAND,0,29,6574,18-35,7
3769,29,SINGAPORE,0,29,6574,18-35,2
3792,10,THAILAND,0,29,6574,18-35,0
3837,31,INDIA,0,29,6574,18-35,12
3840,20,THAILAND,0,29,6574,18-35,0
3861,9,THAILAND,0,29,6574,18-35,0
3872,81,INDONESIA,0,29,6574,18-35,11
3976,54,INDONESIA,0,29,6574,18-35,11
4155,49,SINGAPORE,0,29,6574,18-35,2
4221,74,THAILAND,0,29,6574,18-35,0
4248,37,MALAYSIA,0,29,6574,18-35,1
4265,33,UNITED STATES,0,29,6604,18-35,14
4333,17,VIET NAM,0,29,6604,18-35,23
4337,9,SINGAPORE,0,29,6604,18-35,2
4366,42,PHILIPPINES,0,29,6604,18-35,8
4382,37,SINGAPORE,0,29,6604,18-35,2
4466,59,INDONESIA,0,29,6604,18-35,11
4482,7,THAILAND,0,29,6604,18-35,0
4549,19,SINGAPORE,0,29,6604,18-35,2
4577,30,ICELAND,0,29,6604,18-35,33
4600,30,JAPAN,0,29,6604,18-35,15
4633,35,MALAYSIA,0,29,6604,18-35,1
4708,4,"KOREA, REPUBLIC OF",0,29,6604,18-35,5
4722,61,AUSTRALIA,0,29,6604,18-35,9
4732,65,SINGAPORE,0,29,6604,18-35,2
4734,68,SINGAPORE,0,29,6604,18-35,2
4751,30,ICELAND,0,29,6604,18-35,33
4775,15,ICELAND,0,29,6604,18-35,33
4799,14,VIET NAM,0,29,6604,18-35,23
4845,2,SINGAPORE,0,29,6604,18-35,2
4950,52,AUSTRALIA,0,29,6604,18-35,9
5003,32,INDONESIA,0,29,6604,18-35,11
5093,5,VIET NAM,0,29,6604,18-35,23
5213,52,"KOREA, REPUBLIC OF",0,29,6604,18-35,5
5254,9,THAILAND,0,29,6604,18-35,0
5399,87,THAILAND,0,29,6604,18-35,0
5406,48,UNITED STATES,0,29,6604,18-35,14
5553,12,THAILAND,0,29,6604,18-35,0
5577,26,INDONESIA,0,29,6604,18-35,11
5607,65,AUSTRALIA,0,29,6604,18-35,9
5616,10,ROMANIA,0,29,6604,18-35,75
5687,14,PHILIPPINES,0,29,6634,18-35,8
5751,37,UNITED STATES,0,29,6634,18-35,14
5752,33,UNITED STATES,0,29,6634,18-35,14
5754,43,SINGAPORE,0,29,6634,18-35,2
5755,40,UNITED STATES,0,29,6634,18-35,14
5790,92,SINGAPORE,0,29,6634,18-35,2
5797,92,SINGAPORE,0,29,6634,18-35,2
5988,48,SINGAPORE,0,29,6634,18-35,2
5995,13,SINGAPORE,0,29,6634,18-35,2
6002,10,MALAYSIA,0,29,6634,18-35,1
6056,44,CANADA,0,29,6634,18-35,21
6118,86,UNITED STATES,0,29,6634,18-35,14
6262,25,UNITED STATES,0,29,6634,18-35,14
6302,24,MALAYSIA,0,29,6634,18-35,1
6321,32,"TAIWAN, PROVINCE OF CHINA",0,29,6634,18-35,16
6365,32,SINGAPORE,0,29,6634,18-35,2
6496,85,INDONESIA,0,29,6634,18-35,11
6562,33,THAILAND,0,29,6634,18-35,0
6573,9,SINGAPORE,0,29,6634,18-35,2
6623,11,THAILAND,0,29,6634,18-35,0
6624,18,THAILAND,0,29,6634,18-35,0
6641,2,MALAYSIA,0,29,6634,18-35,1
6652,17,UNITED KINGDOM,0,29,6634,18-35,27
6748,81,UNITED STATES,0,29,6634,18-35,14
6768,14,INDONESIA,0,29,6634,18-35,11
6808,82,INDONESIA,0,29,6634,18-35,11
6812,29,INDONESIA,0,29,6634,18-35,11
6822,4,THAILAND,0,29,6634,18-35,0
6894,54,AUSTRALIA,0,29,6634,18-35,9
6948,54,JAPAN,0,29,6634,18-35,15
6966,9,INDONESIA,0,29,6664,18-35,11
6998,3,SINGAPORE,0,29,6664,18-35,2
7035,2,MALAYSIA,0,29,6664,18-35,1
7218,4,MALAYSIA,0,29,6664,18-35,1
7237,5,"TAIWAN, PROVINCE OF CHINA",0,29,6664,18-35,16
7260,68,SINGAPORE,0,29,6664,18-35,2
7330,17,VIET NAM,0,29,6664,18-35,23
7393,5,INDONESIA,0,29,6664,18-35,11
7396,19,INDONESIA,0,29,6664,18-35,11
7515,44,JAPAN,0,29,6664,18-35,15
7770,64,THAILAND,0,29,6664,18-35,0
7824,48,UNITED STATES,0,29,6664,18-35,14
7845,23,INDONESIA,0,29,6664,18-35,11
8177,51,MALAYSIA,0,29,6664,18-35,1
8216,30,MALAYSIA,0,29,6664,18-35,1
8356,51,UNITED STATES,0,29,6664,18-35,14
8527,6,SINGAPORE,0,29,6664,18-35,2
8583,90,"KOREA, REPUBLIC OF",0,29,6664,18-35,5
8631,33,INDONESIA,0,29,6664,18-35,11
8781,17,THAILAND,0,29,6664,18-35,0
8816,4,THAILAND,0,29,6664,18-35,0
8855,6,VIET NAM,0,29,6664,18-35,23
8897,14,CHINA,0,29,6664,18-35,3
9132,36,THAILAND,0,29,6664,18-35,0
9388,35,CANADA,0,29,6664,18-35,21
9430,28,INDIA,0,29,6664,18-35,12
9467,7,THAILAND,0,29,6664,18-35,0
9484,70,AUSTRALIA,0,29,6664,18-35,9
9495,64,MALAYSIA,0,29,6664,18-35,1
9505,48,MALAYSIA,0,29,6664,18-35,1
9570,13,SINGAPORE,0,29,6694,18-35,2
9576,20,SINGAPORE,0,29,6694,18-35,2
9669,14,HONG KONG,0,29,6694,18-35,13
9679,19,MALAYSIA,0,29,6694,18-35,1
9698,5,MALAYSIA,0,29,6694,18-35,1
9737,47,THAILAND,0,29,6694,18-35,0
9914,48,UNITED STATES,0,29,6694,18-35,14
9952,73,AUSTRALIA,0,29,6694,18-35,9
10041,33,HONG KONG,0,29,6694,18-35,13
10095,15,SINGAPORE,0,29,6694,18-35,2
10151,32,MALAYSIA,0,29,6694,18-35,1
10314,24,VIET NAM,0,29,6694,18-35,23
10338,10,CANADA,0,29,6694,18-35,21
10411,6,AUSTRALIA,0,29,6694,18-35,9
10631,27,MALAYSIA,0,29,6694,18-35,1
10710,18,THAILAND,0,29,6694,18-35,0
10906,5,HONG KONG,0,29,6694,18-35,13
10951,54,SINGAPORE,0,29,6694,18-35,2
10975,7,ICELAND,0,29,6694,18-35,33
10998,23,THAILAND,0,29,6694,18-35,0
11091,5,THAILAND,0,29,6694,18-35,0
11227,4,THAILAND,0,29,6694,18-35,0
11235,27,UNITED STATES,0,29,6694,18-35,14
11272,61,VIET NAM,0,29,6694,18-35,23
11350,32,INDIA,0,29,6694,18-35,12
11405,2,MYANMAR,0,29,6694,18-35,22
11557,25,VIET NAM,0,29,6694,18-35,23
11699,72,CHINA,0,29,6694,18-35,3
11716,20,VIET NAM,0,29,6694,18-35,23
11734,25,INDONESIA,0,29,6694,18-35,11
11772,7,INDONESIA,0,29,6724,18-35,11
11850,11,MALAYSIA,0,29,6724,18-35,1
12037,83,SINGAPORE,0,29,6724,18-35,2
12097,6,MALAYSIA,0,29,6724,18-35,1
12339,18,INDONESIA,0,29,6724,18-35,11
12415,23,MALAYSIA,0,29,6724,18-35,1
12508,29,INDONESIA,0,29,6724,18-35,11
12521,61,THAILAND,0,29,6724,18-35,0
12595,83,MALAYSIA,0,29,6724,18-35,1
12640,49,CANADA,0,29,6724,18-35,21
12644,31,THAILAND,0,29,6724,18-35,0
12663,2,BRUNEI DARUSSALAM,0,29,6724,18-35,6
12696,40,SINGAPORE,0,29,6724,18-35,2
12732,32,AUSTRALIA,0,29,6724,18-35,9
12906,10,MALAYSIA,0,29,6724,18-35,1
12917,3,INDONESIA,0,29,6724,18-35,11
12987,88,MALAYSIA,0,29,6724,18-35,1
13047,65,CHINA,0,29,6724,18-35,3
13073,47,HONG KONG,0,29,6724,18-35,13
13107,67,SINGAPORE,0,29,6724,18-35,2
13123,18,THAILAND,0,29,6724,18-35,0
13256,29,"TAIWAN, PROVINCE OF CHINA",0,29,6724,18-35,16
13355,9,MALAYSIA,0,29,6724,18-35,1
